ano,id_municipio,id_municipio_nome,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2024,5103056,Cláudia,60040216,51024373,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.87,1.05
2024,3145208,Nova Serrana,60018626,31162765,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.13,1.08
2024,3550308,São Paulo,60031794,35443199,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,765.1643358,1.1071429
2024,2402501,Carnaubais,60009612,24008944,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4118808,Peabiru,60031995,41003899,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,739.9,1.1
2024,5107925,Sorriso,60040782,51031020,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,856.73,1.24
2024,3304557,Rio de Janeiro,60024779,33137767,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,785.11,1.0
2024,5201108,Anápolis,60041927,52013204,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,807.19,1.08
2023,1600303,Macapá,60003570,16003839,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,732.6685996,0.9816038
2024,2611804,Ribeirão,60012226,26078086,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,728.08,1.0
2023,2920007,Maiquinique,60017005,29034339,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.1163719,1.0039216
2024,4120606,Prudentópolis,60033180,41015408,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.6,1.06
2023,4209102,Joinville,60035244,42060493,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4109401,Guarapuava,60033066,41085495,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,810.27,1.14
2024,3541000,Praia Grande,60027949,35145522,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.360933,1.1071429
2023,4106902,Curitiba,60034801,41056539,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,810.4178349,1.163013
2024,1500800,Ananindeua,60003097,15007291,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1508001,Tomé-Açu,60002417,15082138,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4104055,Campo Bonito,60032699,41004021,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,772.76,1.06
2024,4205407,Florianópolis,60036266,42092864,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,669.93,1.37
2024,4119400,Piraí do Sul,60034248,41137398,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2402204,Canguaretama,60010282,24016979,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,813.1588,2.621894
2023,2505600,Diamante,60010689,25033246,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,638.3099366,1.0
2023,1500602,Altamira,60003373,15006318,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,5103403,Cuiabá,60041226,51015159,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,638.42,1.08
2023,5105622,Mirassol d'Oeste,60040940,51006733,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,662.95,1.13
2024,3137205,Lagoa da Prata,60021556,31117406,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,754.42,1.05
2024,4106902,Curitiba,60033603,41106243,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.25,1.15
2023,5007109,Ribas do Rio Pardo,60040585,50690530,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,644.86,1.0
2024,2402600,Ceará-Mirim,60009944,24023419,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,755.93,2.0
2023,3304557,Rio de Janeiro,60024962,33086205,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,773.9470841,0.4218576
2024,2704302,Maceió,60014022,27013273,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,620.28,1.09
2024,5300108,Brasília,60042488,53011501,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,696.66,1.28
2024,5300108,Brasília,60042147,53009448,11,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,3201308,Cariacica,60022934,32048943,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3135100,Janaúba,60020991,31142668,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,779.8316031,0.839975
2023,2905701,Camaçari,60016220,29100240,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.5754787,1.1198186
2023,1100098,Espigão D'Oeste,60000184,11020917,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,846.5164837,0.9545455
2023,2408102,Natal,60010204,24001535,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,668.2171805,1.9270486
2023,3169307,Três Corações,60021407,31180762,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,790.9167108,1.1062156
2023,2106300,Magalhães de Almeida,60005139,21067113,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.1083889,1.5294118
2024,3543253,Ribeirão Grande,60029472,35077335,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.9311133,1.0434783
2024,3550308,São Paulo,60026803,35336884,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.0875929,1.24
2024,2901403,Angical,60014641,29913803,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3170701,Varginha,60020218,31086105,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,702.9,1.0
2024,1501402,Belém,60001855,15090938,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,763.22,1.05
2024,3535507,Paraguaçu Paulista,60028406,35016545,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,730.841559,1.15
2024,3301702,Duque de Caxias,60025681,33030610,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1505486,Pacajá,60003248,15055223,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3508504,Caçapava,60030501,35223436,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.2972334,1.3125
2024,1506302,Salvaterra,60001827,15066807,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,751.65,1.11
2023,2408102,Natal,60010512,24006560,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,764.4782,1.280689
2023,1301605,Fonte Boa,60000429,13009456,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2906204,Canarana,60015321,29001887,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2607604,Ilha de Itamaracá,60012631,26031389,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2927408,Salvador,60017471,29216775,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.31,1.0
2023,3300704,Cabo Frio,60023933,33014712,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.2159,1.098277
2024,4304655,Capão do Cipó,60038446,43081192,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,782.3926656,1.2222222
2024,2706422,Pariconha,60013229,27022401,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,732.05,1.08
2023,5201801,Aragoiânia,60041754,52079640,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2307304,Juazeiro do Norte,60008951,23058245,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,749.4585696,0.8820642
2023,4118501,Pato Branco,60033414,41108218,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,765.7284336,1.217314
2024,1600535,Porto Grande,60003724,16011362,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,732.3,1.09
2024,3543402,Ribeirão Preto,60031063,35158445,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,743.1671947,1.04
2023,2912301,Ibicuí,60016892,29032051,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,711.4829395,1.0165509
2023,3104007,Araxá,60020413,31072754,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,852.2631,1.134179
2024,5106505,Poconé,60040468,51042978,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,655.24,1.0
2024,4215703,Santo Amaro da Imperatriz,60034516,42072668,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3513801,Diadema,60031440,35258322,1,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,2100956,Arame,60005894,21053769,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,825.4704255,1.0434783
2023,2905008,Caculé,60016725,29053332,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.3122882,1.1061665
2023,2511608,Pilões,60010919,25018975,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,665.8725427,1.0909091
2024,2913606,Ilhéus,60017239,29096578,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,628.03,1.0
2023,3114303,Carmo do Paranaíba,60019921,31079757,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,776.7884,0.8366291
2023,2603454,Camaragibe,60012656,26039209,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,5201108,Anápolis,60042572,52013618,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,827.7978045,0.8852692
2023,2919553,Luís Eduardo Magalhães,60018232,29049396,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,730.8906425,1.239925
2023,3154606,Ribeirão das Neves,60021843,31205862,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.3838,1.193954
2023,4209102,Joinville,60036430,42055572,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,773.5658771,1.0456022
2024,2933109,Várzea do Poço,60015134,29260088,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,756.05,1.0
2024,4111258,Itaperuçu,60033631,41131155,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,712.59,1.0
2023,1505536,Parauapebas,60003090,15071366,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.621161,1.4099979
2024,2210391,São Miguel do Fidalgo,60006724,22018664,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,795.74,1.08
2023,1302603,Manaus,60000656,13017839,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,652.5500719,1.9171509
2023,5100409,Alto Garças,60041163,51028945,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4112702,Jataizinho,60032315,41075874,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.35,1.11
2024,4202305,Biguaçu,60034445,42006828,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,766.75,1.34
2023,3106200,Belo Horizonte,60020896,31105437,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,754.0069,1.481294
2023,4211900,Palhoça,60034918,42074632,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.3109551,1.8377014
2024,5212501,Luziânia,60041358,52030760,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.65,1.0
2024,2614709,Tacaimbó,60013128,26007113,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.66,1.06
2024,4207304,Imbituba,60035614,42058016,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,761.37,1.46
2024,4320677,Sinimbu,60039357,43074988,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,836.3773184,1.0
2024,5300108,Brasília,60042400,53025275,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,728.99,1.34
2024,1302603,Manaus,60001147,13038096,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.1,1.41
2023,4203204,Camboriú,60035741,42018264,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.8241045,1.7521505
2024,2305001,Guaraciaba do Norte,60007372,23063391,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,844.5,1.0
2024,3532405,Nazaré Paulista,60029598,35036596,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,715.6556743,1.0
2023,2804805,Nossa Senhora do Socorro,60014709,28189227,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,712.94,1.0
2023,2703106,Igaci,60013704,27029590,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,708.1515652,1.0588235
2023,4309308,Guaíba,60037834,43022419,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,708.1847109,0.9781594
2024,3550308,São Paulo,60027287,35366221,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3541604,Promissão,60026430,35117139,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,726.4667992,1.0
2024,5300108,Brasília,60042345,53000516,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,755.94,1.0
2023,3108552,Brasilândia de Minas,60019826,31176365,12,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,814.6364825,0.8552116
2024,2311801,Russas,60008539,23014387,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,822.72,1.08
2023,4104907,Castro,60032918,41111145,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,824.7579023,1.0003146
2023,2204402,Gilbués,60007184,22028100,12,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,768.1609214,0.9062382
2024,4128807,Xambrê,60031917,41008434,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,774.46,1.04
2023,1301159,Careiro da Várzea,60000561,13006854,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,699.2944388,1.0
2024,2101301,Bacuri,60004276,21067700,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1500800,Ananindeua,60001893,15008479,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3121605,Diamantina,60022010,31007512,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,697.5729,1.211312
2023,5005707,Naviraí,60040489,50639500,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,776.27,1.0
2024,2600807,Altinho,60011986,26000273,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,803.56,1.0
2023,1503507,Irituia,60003171,15050915,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3303807,Paraty,60023747,33149710,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,696.47,1.67
2023,1702109,Araguaína,60004079,17006148,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,718.5493029,1.178542
2024,2611606,Recife,60012556,26046041,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,734.05,1.0
2023,3128303,Guaranésia,60021216,31043172,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,789.3895,1.085371
2024,5003306,Coxim,60039641,50017637,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.65,1.0
2024,4112009,Jaguariaíva,60034040,41087187,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,786.76,1.04
2023,3155504,Rio Paranaíba,60022523,31179071,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.4253,1.069026
2023,5212501,Luziânia,60041995,52032704,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.7056391,0.8980486
2024,5211503,Itumbiara,60041524,52039901,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,696.74,1.12
2023,2922003,Mucuri,60017324,29028623,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,622.5785408,1.209724
2023,5201108,Anápolis,60042546,52013585,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.4314491,1.0478437
2023,4101606,Arapoti,60032894,41129097,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.3250606,1.0838762
2024,4309654,Hulha Negra,60036466,43004433,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,687.9852656,1.2857143
2023,1302603,Manaus,60001003,13025403,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2612208,Salgueiro,60012994,26055369,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.11,1.11
2024,3504008,Assis,60027649,35015065,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,802.9210601,1.15
2024,3516200,Franca,60030879,35065223,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,787.2131925,1.1578947
2024,2803005,Itabaianinha,60014420,28005148,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.35,1.15
2023,4105805,Colombo,60033867,41007943,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3106705,Betim,60021387,31172613,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.5917,1.199638
2024,2612505,Santa Cruz do Capibaribe,60013035,26080089,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,695.14,1.03
2024,4109401,Guarapuava,60034255,41075166,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,729.76,1.07
2023,3306305,Volta Redonda,60024080,33152276,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,787.6127,1.033422
2024,1500131,Abel Figueiredo,60002638,15001564,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.28,1.19
2024,3143302,Montes Claros,60019244,31176558,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.78,1.0
2024,3120508,Cristina,60018779,31102994,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.89,1.0
2023,3300100,Angra dos Reis,60024160,33000618,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,755.4262,1.125797
